-0.002885	-0.009211	0.001086	-0.002414	0.004989	0.003845	0.001961	0.00048	-0.005846	-0.00349	0.00149	-0.001269	-0.000193	0.000884	0.000951	-0.00948	-0.005577	-0.001942	0.001624	-0.007394	0.007749	-0.000731	-0.001135	-0.007798	-0.00349	-0.004433	0.00573	0.000548	0.000817	0.000278	-0.002212	7.651537E-5	0.007278	0.003845	0.006806	0.004518	0.004586	0.002365	-0.005644	0.000682	-0.000933	0.003778	-0.002077	0.012123	0.003307	0.006403	-0.00376	9.215684E-6	0.004855	-0.001808	0.008287	-0.004904	-0.004298	-0.004096	-0.002885	0.00324	-0.004231	0.005999	0.003509	0.008018	-0.000529	-5.8084E-5	-0.012643	-0.003288	0.001288	-0.00026	0.001221	0.002096	0.001288	0.003374	0.001019	0.004855	0.002028	0.000548	0.002028	-0.005038	0.00896	0.004922	-0.002346	0.003105
0.001894	-0.003288	-0.00026	-0.000731	0.006672	0.003307	-0.004365	0.000346	-0.004433	0.000346	0.006133	-0.000529	-0.000933	0.003778	-0.000596	0.002701	0.003711	-0.002817	0.003643	0.007076	0.008624	0.002769	-0.004163	-0.001135	-0.005173	-0.006048	0.007614	-0.00026	0.000682	0.008758	-0.001068	0.002028	-0.009615	-0.003961	0.005932	0.003778	-0.001471	-0.006788	-0.002548	-0.003423	0.000278	0.000211	0.001557	0.002499	0.001894	0.001221	0.006874	0.005864	0.005326	-0.003288	0.011181	-0.003221	0.003509	-0.002414	-0.000933	0.002567	-0.000933	0.004182	-0.006519	0.00149	0.002903	-0.000664	-0.008672	-0.000798	0.001019	0.007143	0.003441	0.001894	-0.000596	-0.000866	-0.000193	-0.000327	-0.001135	0.000884	0.000682	-0.004365	0.011517	-0.007326	-0.003558	0.000144
0.005595	0.002028	0.001153	0.001288	0.004114	0.000144	0.000884	0.005057	-0.002279	0.002028	-0.001068	0.002903	0.005528	-0.001673	-0.002683	-0.000327	0.007412	-0.000125	0.001019	0.002297	0.004047	0.00048	0.001086	-0.000529	-0.004769	0.001692	0.004989	0.008691	0.005797	0.004316	0.005124	-0.003221	-0.007326	0.000817	-0.001135	0.003374	-0.002414	-0.002481	0.003307	-0.010153	-0.00201	0.007076	-0.005173	0.000211	-0.003423	-0.003961	0.01071	0.006201	-0.004365	0.00048	0.003913	-0.011432	-0.006182	0.001086	0.001692	0.000346	0.002432	-0.000193	-0.006115	0.001826	0.00223	0.003711	0.004586	0.004451	-0.008807	0.005999	0.008422	0.0097	0.004047	-0.007528	0.006133	0.006133	-0.003827	-0.001741	0.005662	-0.00349	0.004787	-0.003221	-0.005106	0.001961
0.001288	0.004518	-0.000193	0.000413	-0.004096	-0.001	0.005662	-0.002414	-0.001539	-0.002952	-0.001337	0.007681	0.004114	-0.003625	0.000211	-0.005779	-0.002615	-0.004567	0.001759	-0.004096	0.006874	-0.002212	0.006672	-0.010759	-0.008538	0.00149	0.004787	0.009364	0.00223	-0.001808	0.001759	-0.002885	-0.001539	0.000211	0.000615	0.003307	0.001288	-0.002817	0.002769	-0.008807	-0.004971	0.002499	-0.000327	0.006941	0.002567	0.000144	0.007479	-0.000731	-0.002615	-0.003827	0.002432	-0.003221	-0.005577	-0.002481	0.003307	0.0097	-0.005509	0.002365	0.000884	-0.004298	0.001019	0.00075	-0.000327	-0.004567	-0.00598	0.00324	0.008556	0.007076	0.005259	0.002701	0.002567	0.008018	0.002163	-5.8084E-5	0.004855	-0.005173	0.00075	0.00546	-0.002683	0.005393
0.003105	0.001221	-0.000327	-0.003288	-0.00026	-0.002548	-0.000664	0.001153	0.001019	0.000548	-0.002548	0.001019	0.000278	0.00822	0.004114	-0.004567	0.003643	-0.006519	0.002432	-0.001068	0.008085	-0.002952	-0.000798	-0.003558	-0.0045	-0.003961	0.002365	0.002028	-0.00275	-0.001539	-0.004029	-0.002279	-0.007259	-0.005846	0.004047	0.003845	-0.001337	-0.009413	-0.004298	-0.002481	-0.000866	7.651537E-5	-0.001	0.006403	0.003307	-0.002212	0.004451	0.005595	-0.003625	-0.004971	0.003643	0.004989	0.008354	0.003374	0.000278	0.005326	-0.003961	-0.004836	-0.003692	-0.005375	-0.001269	-0.006653	-0.000125	-0.005106	0.001086	0.001624	0.003711	0.000884	0.004989	0.001894	0.000211	-0.000529	-0.000327	0.001221	0.002163	0.003711	0.00149	-0.000529	-0.00349	0.00048
0.003172	0.000211	0.001692	-0.001741	0.004989	-0.004904	0.002634	0.007547	0.000817	0.001355	-0.001875	-0.000596	0.003711	0.00472	0.00472	-0.005711	0.010575	0.000211	0.001355	-0.004971	-0.000866	-0.000125	-0.005307	0.002499	0.002096	-0.005307	-0.000866	0.002701	0.001759	0.001624	7.651537E-5	0.004787	-0.004634	0.001355	-0.005846	0.002903	0.00324	-0.006923	0.003643	0.004384	-0.002952	-0.000933	0.00324	0.004249	-0.001942	-0.000866	0.00324	0.00896	-0.00625	0.006403	0.005864	0.001826	0.00048	0.003038	-0.004365	-0.005375	0.003374	-0.006519	0.000144	0.00048	-0.008471	0.002836	-0.000462	0.001423	-0.006855	-0.000395	0.008691	0.005326	0.003307	-0.000866	0.001894	0.005999	-0.0045	-0.006788	0.001826	0.004249	0.002365	0.002432	-0.004567	0.001894
-0.000529	-0.006182	-5.8084E-5	-0.00201	0.005662	-0.001	0.002701	0.001557	-0.003692	0.003172	0.006874	0.003374	0.001019	0.005662	0.005191	-0.007259	0.008691	0.002028	0.005662	0.000884	-0.000462	0.001086	-0.001135	-0.007259	-0.002817	0.000211	0.000615	0.002567	0.001692	-0.004836	0.004249	0.002903	-0.003961	0.00149	-0.001606	-0.004634	0.000548	-0.008269	0.00647	-0.002683	-0.005711	-0.003288	0.00472	-0.000731	-0.004567	0.006941	-0.001337	0.004787	-0.000596	0.003172	0.002634	-0.001337	-0.003087	-0.001068	0.001355	0.001624	-0.003558	0.002096	0.003038	-0.003154	-0.008942	-0.000798	-0.005509	-0.001135	-0.010086	-0.002212	0.013469	0.003307	0.001355	-0.000933	-0.002683	0.009835	0.001355	-0.008471	0.001288	0.00075	0.006335	-0.001135	-0.000798	0.00573
-0.001068	-0.005913	0.001692	0.001086	0.002432	0.00149	-0.006519	9.215684E-6	-0.001337	0.006066	0.004586	-0.00349	-0.001539	0.007076	0.000144	-0.002481	0.000211	-0.004971	-0.000462	0.005595	0.002634	-0.000866	-0.001741	-0.004567	-0.002817	0.008422	-0.002279	0.001221	-0.004904	-0.005106	0.001624	-0.000664	-0.005577	-0.005307	0.001894	-0.00773	-0.003423	-0.000395	-0.002683	-0.001741	-0.000125	-0.00524	-0.00598	0.000884	0.002634	0.007951	-0.006923	0.002634	0.000144	-0.001337	0.002701	-0.000933	0.002567	0.006335	0.001019	0.004316	-0.007865	-0.001606	-0.007125	0.000951	0.002769	0.000211	-0.004634	0.00075	0.000211	-0.003692	0.00472	-0.001875	-0.003288	-0.001875	-0.004971	0.001019	-0.001606	0.00048	-0.006384	-0.005509	0.00546	-0.002885	0.003172	0.002028
-0.002615	0.001019	0.002769	0.007547	-0.002885	-0.003961	-0.003894	-0.006384	0.005999	0.003441	-0.001606	-0.001875	0.00546	0.00324	-0.00598	-0.000664	-0.009009	0.001221	-0.001135	-0.000933	-0.004702	-0.001875	-0.005173	0.001288	-0.005038	-0.000731	-0.002683	-0.001404	-0.003221	-0.000866	-0.000731	0.003105	-0.000664	-0.011701	-0.005846	-0.004163	-0.001068	0.00721	-0.003356	0.00472	0.005932	-0.001068	0.000884	0.001826	0.00647	0.002634	-0.007528	-0.006115	-0.003692	0.002297	0.005057	-0.002548	-0.004634	7.651537E-5	-0.003625	0.000951	-0.003423	-0.003423	-0.004433	0.004787	0.000413	0.009902	-0.002346	0.002567	0.005259	-0.000798	0.001019	0.00472	-0.002683	0.001355	-0.001337	0.001624	-0.005038	0.001961	-0.003154	-0.004904	9.215684E-6	-0.000529	0.002701	-0.001942
-0.000395	-0.009211	0.002567	0.001894	0.000346	-5.8084E-5	0.003441	-0.003288	0.009835	0.006874	0.001019	0.004047	0.007008	0.00324	0.000144	-0.003558	0.001557	0.008624	0.004989	-0.005106	-0.00275	-0.003154	-0.000193	0.003509	-0.005779	-0.002346	0.000615	0.002567	0.00324	-0.002548	0.002432	-0.002414	-0.000125	-0.005577	-0.00275	0.005124	-0.000395	0.006941	-0.002144	0.00297	0.006806	0.009835	0.005259	-0.000125	-0.006653	0.001355	-0.001202	-0.00376	-0.000125	0.000884	0.004451	-0.005644	-0.000933	-0.005307	7.651537E-5	0.004114	0.007008	0.008422	-0.000125	0.000346	-0.000529	0.000817	0.010643	-0.000798	-5.8084E-5	0.004316	0.007883	0.005932	0.000346	0.00075	-0.004433	0.007749	-0.002952	-0.003827	0.007547	0.004922	-0.003692	-0.00026	0.004316	0.002297
