-0.000798	0.00223	0.006268	0.00048	0.001288	0.002567	0.001086	-0.001337	0.000884	-0.006317	-0.002212	0.002432	-0.006653	-0.000866	-0.000327	-0.002077	-0.002615	0.001221	-0.001068	0.004047	-0.000395	-5.8084E-5	0.003038	0.001961	9.215684E-6	-0.000193	-0.002481	-0.004231	0.006066	0.002163	0.000278	-0.006586	-0.000462	-0.001606	0.004787	0.001826	-0.001068	0.003576	-0.005106	0.004586	-0.005106	0.003711	0.001759	0.006874	-0.004567	-0.003625	0.006066	0.004922	0.000278	0.005326	0.004047	-0.000596	-0.004433	0.002163	-0.001875	0.00398	-0.001741	0.000413	-0.000596	0.000346	0.00297	-0.001673	-0.007999	-0.003356	-0.003894	0.005326	-0.005913	0.013065	-0.000462	0.001423	-0.001808	-0.002481	0.006941	-0.003625	-0.004904	0.00297	-0.004433	0.002365	-0.003692	0.007883	-0.000125	0.000817	-0.001673	-0.001269	0.003105	0.000615	0.000413	0.007951	0.002634	0.006537	-0.006384	0.002297	0.004316	-0.002077	0.000548	0.000682	-0.000664	-0.002683	0.002836	-0.000596
-0.000866	0.002432	0.004586	-0.006923	0.003441	0.004047	-0.000866	9.215684E-6	-0.001	-0.005577	0.004855	0.004316	-0.007259	0.000144	-0.002615	0.004114	0.004182	0.001086	0.001759	-0.008538	0.002297	-0.001539	-0.002346	-0.000327	0.004922	-0.000798	-0.005442	-0.001269	-0.004231	-0.004096	-0.00349	0.005662	-0.000327	0.004518	0.002634	-0.001606	0.005864	0.000346	-0.000664	0.002432	-0.010624	0.003913	-0.001068	0.008018	0.00721	0.003845	0.011921	0.00472	-0.004769	-0.003558	-0.000462	0.004114	-0.005375	0.001423	-0.002212	0.005393	-0.00598	0.004384	-0.00026	-0.006519	0.00048	-0.001	-0.002346	0.003643	-0.012643	0.002163	0.001423	0.001826	-0.00524	0.000615	-0.001539	0.004787	0.004249	0.003509	-0.002885	0.010037	-0.002414	0.000413	-0.001875	0.003105	0.008556	0.000548	-0.011028	0.007614	0.009297	-0.002548	0.002499	-0.001269	0.003913	0.005528	-0.005913	0.001423	0.001692	-0.001539	0.002903	0.000413	-0.005375	0.003509	0.001221	-0.001404
0.004047	0.004653	-0.000866	-0.015604	-0.001606	0.004586	-0.00376	-0.002414	-0.001135	0.005932	0.004249	-0.001337	-0.01022	-0.004971	0.007951	-0.000462	0.001153	-0.006115	0.001826	-0.003221	0.001692	-0.005846	-0.003558	-0.001471	0.002432	-0.007865	-0.001	0.002365	0.001624	-0.006721	-0.009682	0.006874	0.003778	0.001355	-0.000933	0.001624	-0.003087	-0.00524	0.004586	-0.003423	0.001019	0.000413	0.001288	0.000346	0.005528	-0.005509	0.010441	-0.002817	-0.010961	-0.002683	-0.006115	-0.003894	-0.009547	0.000278	0.000884	0.002028	0.001153	0.008018	-0.000193	-0.005846	-0.002548	0.002163	0.003509	-0.000395	-0.012037	-0.00376	0.000615	-0.006653	-0.007326	-0.000596	0.001557	0.004855	0.003643	-0.000462	0.001019	0.010643	-0.002615	-0.005779	-0.006519	0.004114	0.010844	0.00297	-0.001808	0.003576	0.003845	-0.000596	0.004989	-0.005509	0.004855	0.000413	-0.003288	0.002028	0.002499	9.215684E-6	0.002567	-0.002817	0.007749	0.002096	-0.007865	0.004787
0.000951	0.000884	0.003509	-0.006923	-0.006452	-0.001202	-0.00349	-0.007125	0.000278	0.006941	0.007816	-0.004904	-0.001202	-0.005442	0.008489	0.002499	-0.00699	-0.005846	0.001826	-0.002885	-0.000193	-0.005307	0.004855	0.000817	-0.001808	0.00149	-0.000327	0.000144	0.00398	0.00149	0.002701	-0.001808	0.002567	-0.006384	-0.002144	-0.005913	-0.007932	-0.002279	-0.000462	-0.002817	0.00398	0.003441	0.002499	-0.004365	-0.000529	-0.012307	-0.000866	-0.001	-0.007528	0.006268	-0.005913	-0.005711	-0.002952	0.005797	-0.001741	0.00997	0.005057	0.000682	-0.0045	-0.002481	0.001086	-0.000933	-0.000933	-0.002144	-0.00349	-0.003961	-0.003692	-0.000395	-0.001	0.006806	-0.000866	0.000548	0.001759	0.000346	0.00048	0.005864	0.003711	-5.8084E-5	-0.009345	0.002903	-0.001135	-0.006519	-0.002144	-0.001	-0.002885	0.00075	0.003778	-0.006855	0.006672	0.000548	-0.003961	0.010104	0.007681	-0.003019	0.000346	0.001221	0.000413	-0.000529	-0.008269	0.004518
-0.001606	0.001759	0.009902	-0.001471	0.003441	0.005797	-0.000125	-0.00201	0.005393	0.000548	0.007614	-0.004029	0.002499	-0.00376	-0.000327	0.000278	-0.000125	-0.004029	0.008152	-0.007528	-0.007999	-0.001202	0.007883	-0.000395	0.001692	0.004653	0.00149	0.000144	-0.004567	0.000211	0.006739	-0.003288	-0.00275	0.003105	0.006941	-0.009413	0.00297	0.002096	-0.001808	-0.002212	-0.003019	0.004047	0.003913	0.002903	0.00223	-0.004971	-0.00524	0.010508	0.001355	0.000884	-0.005038	0.001692	-0.000596	0.006335	-0.001135	0.004653	-0.002346	-0.001	-0.005442	-0.000395	0.00324	0.001221	0.004451	-0.000664	-0.005913	-0.001404	-0.003221	0.009297	-0.001808	0.004114	-0.003961	0.00822	-0.002077	0.000884	-0.003356	0.009229	-0.000327	0.003374	-0.004096	-0.001135	0.000817	-0.006048	-0.006653	0.006672	-0.005173	0.002499	0.005528	-0.007461	0.012123	0.002769	-0.000529	0.006672	-0.000462	-0.008403	0.000884	0.008893	-0.005442	-0.000596	-0.002212	0.001355
0.003711	0.00297	0.00297	0.001961	0.008893	0.006268	-0.002683	-0.003221	-0.003827	0.003913	0.002096	-0.00026	-0.000731	-0.000529	0.003374	0.000951	0.005326	-0.005173	-5.8084E-5	-0.002212	0.000211	0.004787	0.002634	0.006268	0.004989	0.006941	-0.000125	0.000346	-0.004634	0.003172	0.003307	-0.001135	-0.001942	0.00398	0.010373	-0.006653	0.001692	-0.000664	0.001826	-0.001875	-0.003558	-0.001269	0.004384	0.002701	-0.0045	-0.002481	-0.004231	0.009364	-0.003087	-0.002817	-0.005846	0.001624	-0.001875	0.001153	0.004787	0.001826	0.002432	-0.001606	-0.001808	0.002365	0.003711	0.001153	0.009566	-0.005711	-0.001942	-0.001068	-0.002817	0.012662	-0.002414	0.005595	0.004586	0.011316	0.003374	-0.004702	0.005124	0.001019	-0.007461	0.004451	-0.004702	-0.000596	0.001692	0.001355	0.002297	0.00546	-0.001471	-0.001808	-0.000596	-0.005644	-0.000193	-0.00201	0.001961	0.001086	-0.007259	-0.006855	0.000346	0.008825	0.001288	0.001086	-0.010759	0.00997
0.001894	0.006672	-0.007932	0.003105	0.007816	-0.002144	-0.007394	-0.008336	-0.002212	0.003105	-0.002683	-0.00026	0.000817	0.00048	-0.003894	0.003778	0.002028	-0.001202	-0.000529	-0.00598	-0.000529	0.007345	0.000682	0.003374	0.002365	0.006874	-0.001673	0.000817	0.004518	0.004182	0.004653	0.00075	-0.000798	-0.001269	-0.003558	-0.003154	-0.007528	-0.003558	0.001894	-0.001135	-0.003087	-0.003019	-0.000529	0.000884	-0.012239	-0.008201	0.00223	0.005057	-0.010691	0.00324	-0.000327	-0.006115	0.000548	-0.004029	-0.00026	0.007749	0.006066	-0.003625	0.003172	0.006605	-0.000193	-0.00598	-0.005846	-0.001404	0.00048	-0.005442	-0.001135	0.007816	0.001759	0.005393	-0.002885	0.001624	-0.000395	-0.000462	-0.000125	-0.008336	-0.004163	-0.003288	-0.002414	0.002163	0.001894	0.001019	0.004047	-0.001337	0.001692	-0.002212	-0.006048	-0.006452	-0.006182	-0.005913	9.215684E-6	-0.001337	0.002028	0.000817	0.003845	0.003038	-0.005307	0.006201	-0.011297	0.010171
-0.009211	0.008354	-0.000193	-0.004029	-0.001135	0.003105	-0.005913	0.00223	0.005124	-0.000529	0.003711	-0.001539	-0.000664	-0.002414	-0.010288	-0.004029	-0.004567	0.002701	0.004653	0.000548	-0.008672	0.00149	-0.004365	-0.003625	-0.002683	0.003913	0.000817	0.002567	0.000548	-0.00524	0.002836	0.001961	-0.002817	0.001423	-0.003356	-0.007057	-0.00625	-0.003961	-0.002615	0.00075	-0.001875	-0.004298	0.001894	0.007883	-0.000529	-0.003827	0.001557	0.009162	-0.005509	0.000817	0.002634	-0.000193	-0.001	-0.004567	-0.003423	-0.001	0.001355	0.004114	-0.000529	0.002365	-0.000395	-0.005106	-0.008471	-0.005913	-0.007259	-0.004365	0.000951	0.005932	-0.002481	-0.000798	-0.007528	0.000817	-0.001539	0.00398	-0.008403	-0.000462	-0.00524	-0.005644	0.000413	0.005326	0.006605	-0.001202	0.001086	-0.003288	0.00398	-0.001741	-0.003087	-0.00349	-0.002885	0.001894	-0.000395	-0.001606	0.003643	-0.005442	0.004855	-0.004163	-0.00598	-0.001135	-0.005779	-0.001539
-0.002952	-0.002414	0.004653	-0.001269	0.002297	0.006941	-0.003019	0.001894	-0.001606	0.004114	0.010104	0.000548	0.003778	0.001221	-0.001606	-0.007259	0.000548	-0.002212	0.00048	0.004653	0.003711	-0.001942	-0.005577	0.00048	0.002365	0.006672	-0.005577	-0.00524	-0.006519	-0.000664	0.004989	0.00398	-0.001539	0.007951	0.001961	-0.002212	0.00472	-0.00376	-0.000664	0.000144	-0.00349	-0.0045	0.003374	0.007547	0.002903	0.00075	-0.004836	0.003643	-0.008942	-0.006586	-0.005375	0.006201	-0.002683	0.002365	0.000817	-0.001202	-0.001942	0.00324	-0.010691	-0.008403	0.00472	-0.006855	0.001423	-0.009951	-0.009144	-0.002144	-0.002279	0.011248	-0.009951	0.00822	0.00324	0.002163	0.006066	-0.006182	0.001086	0.00048	-0.001269	-0.002481	-0.007596	0.00546	0.010575	-0.001337	0.009229	0.006268	0.00472	-0.009211	-5.8084E-5	-0.005375	-0.006923	0.006268	0.004047	0.004518	0.001961	-0.009345	-0.004433	-0.005375	0.00048	-0.006182	-0.002279	0.002432
0.005864	-0.002548	-0.004365	0.000413	0.008422	0.000817	0.001759	-0.009144	0.002634	0.005932	0.007412	0.002903	0.005797	0.011585	0.001153	-0.003087	0.008422	0.005662	-0.005846	-0.002279	0.007412	0.001221	-0.004904	0.001019	0.002903	0.005191	-0.004298	-0.00874	0.002567	0.005259	0.005662	0.005797	0.002769	0.008691	-0.003692	0.004384	0.012527	-0.001337	0.000211	-0.003894	-0.002346	-0.000866	-0.007528	0.004787	-0.000395	0.003711	-0.00275	0.00324	-0.01197	-0.006182	-0.004769	0.001826	0.005124	0.000211	-0.003894	0.003105	-0.002952	0.001019	0.001894	-0.003221	0.004249	-0.006788	-0.005577	0.000884	-0.006115	-0.007999	-0.000866	0.01145	-0.004433	0.0132	-0.004433	0.000615	0.002769	-0.003961	0.003105	-0.00275	0.004653	-0.002414	-0.001404	0.003172	0.008893	0.001961	0.008085	0.009498	-0.005779	-0.002279	0.004182	-0.001741	-5.8084E-5	0.002836	-0.001673	0.006268	0.009431	-0.004029	-0.002414	-0.00376	0.000346	0.005326	0.000884	0.004316
